,ID,players_turn,decision_consistency,coalition_suggestion,C0,C1,C2,C3,C4,C5,C6,S0,S1,S2,S3,S4,S5,S6,R0,R1,R2,R3,R4,R5,R6,round_num,CP,in_cp,Reward
19,1426,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,1,15,-1,-1,1
20,1426,1,0,1,0,0,0,1,2,0,1,1,1,1,0,0,1,1,0,0,0,1,2,0,1,16,-1,-1,1
21,1426,1,1,1,0,0,0,1,2,0,1,1,1,1,0,1,1,0,0,0,0,1,2,0,1,17,-1,-1,1
22,1426,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,1,18,-1,-1,1
23,1426,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,19,-1,-1,1
24,1426,1,0,1,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,20,-1,-1,1
25,1426,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,21,-1,-1,1
26,1426,1,0,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,1,22,-1,-1,1
27,1426,0,1,1,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,2,3,1,22,-1,0,2
28,1426,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,0,0,1,2,3,1,23,-1,0,2
29,1426,1,0,1,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,2,3,1,24,-1,0,2
30,1426,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,25,-1,0,2
31,1426,1,0,1,0,0,0,1,2,3,1,1,1,1,0,1,0,0,0,0,0,1,2,3,1,26,-1,0,2
32,1426,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,26,0,0,2
2,1427,1,1,1,0,1,2,3,4,5,6,1,0,0,0,0,0,1,0,1,2,3,4,5,0,1,-1,2,1
3,1427,0,1,0,0,1,2,3,4,5,0,1,1,0,0,0,1,0,0,1,2,3,4,5,0,1,-1,2,1
4,1427,1,0,1,0,1,2,3,4,5,0,1,1,0,0,0,0,1,0,1,2,3,4,5,0,2,-1,2,1
5,1427,0,1,1,0,1,2,3,4,5,0,1,1,0,1,0,0,1,0,0,1,0,2,3,0,2,-1,-1,1
6,1427,1,1,1,0,0,1,0,2,3,0,1,1,0,1,1,0,1,0,0,1,0,2,3,0,3,-1,-1,1
7,1427,1,1,1,0,0,1,0,2,3,0,1,1,0,1,1,0,1,0,0,1,0,2,3,0,4,-1,-1,1
8,1427,1,0,1,0,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,1,0,2,3,0,5,-1,-1,1
9,1427,1,0,1,0,0,1,0,2,3,0,1,1,1,1,0,0,1,0,0,1,0,2,3,0,6,-1,-1,1
10,1427,1,1,1,0,0,1,0,2,3,0,1,1,0,1,1,0,1,0,0,1,0,2,3,0,7,-1,-1,1
11,1427,0,1,0,0,0,1,0,2,3,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,7,-1,-1,1
12,1427,1,1,1,0,0,1,0,2,3,0,1,1,0,1,1,0,1,0,0,1,0,2,3,0,8,-1,-1,1
13,1427,1,0,1,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,0,1,0,2,3,0,9,-1,-1,1
14,1427,1,0,1,0,0,1,0,2,3,0,1,1,1,1,0,0,1,0,0,1,0,2,3,0,10,-1,-1,1
15,1427,1,0,1,0,0,1,0,2,3,0,1,1,1,1,0,0,1,0,0,1,0,2,3,0,11,-1,-1,1
16,1427,1,0,1,0,0,1,0,2,3,0,1,1,0,1,0,0,0,0,0,1,0,2,3,0,12,-1,-1,1
17,1427,1,1,1,0,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,13,-1,-1,1
18,1427,1,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,14,-1,-1,1
19,1427,1,0,1,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,2,1,0,15,-1,-1,1
20,1427,1,0,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,16,-1,-1,1
21,1427,1,1,1,0,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,17,-1,-1,1
22,1427,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,0,2,1,0,18,-1,-1,1
23,1427,1,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,19,-1,-1,1
24,1427,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,0,2,1,0,20,-1,-1,1
25,1427,1,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,21,-1,-1,1
26,1427,1,0,1,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,2,1,0,22,-1,-1,1
27,1427,1,0,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,23,-1,-1,1
28,1427,1,1,1,0,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,24,-1,-1,1
29,1427,1,0,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,25,-1,-1,1
30,1427,2,2,2,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,25,2,2,1
2,1428,1,0,1,0,1,2,3,4,5,6,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1428,1,0,1,0,1,1,2,3,4,5,1,0,0,1,0,0,0,0,1,1,2,3,4,5,2,-1,-1,1
4,1428,0,1,1,0,1,1,2,3,4,2,1,0,0,0,0,1,0,0,1,1,2,3,0,2,2,-1,3,1
5,1428,1,0,1,0,1,1,2,3,0,2,1,0,1,0,0,1,0,0,1,1,2,3,0,2,3,-1,3,1
6,1428,1,1,1,0,1,1,2,3,0,2,1,0,0,0,1,1,0,0,1,1,2,3,0,2,4,-1,3,1
7,1428,0,1,1,0,1,1,2,3,0,2,1,1,1,0,0,1,0,0,0,0,1,2,0,1,4,-1,-1,1
8,1428,1,1,1,0,0,0,1,2,0,1,1,1,1,0,1,1,0,0,0,0,1,2,0,1,5,-1,-1,1
9,1428,0,1,1,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,2,3,1,5,-1,0,2
10,1428,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,6,-1,0,2
11,1428,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,6,0,0,2
2,1429,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,1,-1,-1,1
3,1429,0,1,1,0,0,1,2,3,4,5,1,1,1,0,0,0,0,0,0,0,1,2,3,4,1,-1,0,2
4,1429,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,2,3,4,2,-1,0,2
5,1429,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,2,3,4,3,-1,0,2
6,1429,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,2,3,4,4,-1,0,2
7,1429,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,5,-1,0,2
8,1429,0,1,0,0,0,0,1,2,3,4,1,0,0,1,0,0,0,0,0,0,1,2,3,4,5,-1,0,2
9,1429,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,6,-1,0,2
10,1429,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,7,-1,0,2
11,1429,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,1,2,3,4,8,-1,0,2
12,1429,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,1,0,0,0,0,1,2,3,4,9,-1,0,2
13,1429,0,1,0,0,0,0,1,2,3,4,1,0,0,0,0,1,0,0,0,0,1,2,3,4,9,-1,0,2
14,1429,1,0,1,0,0,0,1,2,3,4,1,1,1,0,1,0,0,0,0,0,1,2,3,4,10,-1,0,2
15,1429,0,1,0,0,0,0,1,2,3,4,1,0,0,1,0,0,0,0,0,0,1,2,3,4,10,-1,0,2
16,1429,1,0,1,0,0,0,1,2,3,4,1,0,0,1,0,0,0,0,0,0,1,2,3,4,11,-1,0,2
17,1429,1,0,1,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,2,3,1,12,-1,0,2
18,1429,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,13,-1,0,2
19,1429,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0,0,2
2,1430,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,1,-1,-1,1
3,1430,0,1,1,0,0,1,2,3,4,5,1,1,1,0,0,0,0,0,0,0,1,2,3,4,1,-1,0,2
4,1430,1,0,1,0,0,0,1,2,3,4,1,1,1,1,0,0,0,0,0,0,1,2,3,4,2,-1,0,2
5,1430,1,0,1,0,0,0,1,2,3,4,1,0,0,0,0,0,1,0,0,0,1,2,3,4,3,-1,0,2
6,1430,1,0,1,0,0,0,1,2,3,4,1,0,1,0,0,0,0,0,0,0,1,2,3,4,4,-1,0,2
7,1430,1,0,1,0,0,0,1,2,3,4,1,1,1,0,0,0,1,0,0,0,1,2,3,4,5,-1,0,2
8,1430,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,1,2,3,1,6,-1,0,2
9,1430,1,0,1,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,2,3,1,7,-1,0,2
10,1430,1,0,1,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,1,2,3,1,8,-1,0,2
11,1430,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,0,0,1,2,3,1,9,-1,0,2
12,1430,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,10,-1,0,2
13,1430,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,0,0,0,0,1,2,3,1,11,-1,0,2
14,1430,1,0,1,0,0,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,1,2,3,1,12,-1,0,2
15,1430,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,13,-1,0,2
16,1430,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,1,2,3,1,13,-1,0,2
17,1430,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0,0,2
2,1431,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1431,0,1,1,0,1,2,3,4,5,6,1,0,0,0,0,1,0,0,1,2,3,4,0,5,1,-1,3,1
4,1431,1,0,1,0,1,2,3,4,0,5,1,0,0,1,0,0,0,0,1,2,3,4,0,5,2,-1,3,1
5,1431,0,1,1,0,1,2,3,4,0,5,1,1,1,0,0,1,0,0,0,0,1,2,0,3,2,-1,-1,1
6,1431,1,1,1,0,0,0,1,2,0,3,1,1,1,0,1,1,0,0,0,0,1,2,0,3,3,-1,-1,1
7,1431,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,1,2,0,1,4,-1,-1,1
8,1431,1,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,5,-1,-1,1
9,1431,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,1,6,-1,-1,1
10,1431,1,1,1,0,0,0,1,2,0,1,1,1,1,0,1,1,0,0,0,0,1,2,0,1,7,-1,-1,1
11,1431,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,8,-1,-1,1
12,1431,1,0,1,0,0,0,1,2,0,1,1,0,1,0,0,1,0,0,0,0,1,2,0,1,9,-1,-1,1
13,1431,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,1,10,-1,-1,1
14,1431,1,0,1,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,1,11,-1,-1,1
15,1431,0,1,1,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,2,3,1,11,-1,0,2
16,1431,1,0,1,0,0,0,1,2,3,1,1,0,0,1,0,0,1,0,0,0,1,2,3,1,12,-1,0,2
17,1431,1,0,1,0,0,0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,1,2,3,1,13,-1,0,2
18,1431,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,14,-1,0,2
19,1431,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0,0,2
2,1432,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,1,-1,-1,1
3,1432,0,1,0,0,0,1,2,3,4,5,1,0,0,0,0,0,1,0,0,1,2,3,4,5,1,-1,-1,1
4,1432,1,0,1,0,0,1,2,3,4,5,1,1,0,0,0,0,1,0,0,1,2,3,4,5,2,-1,-1,1
5,1432,1,0,1,0,0,1,2,3,4,5,1,1,0,0,0,0,0,0,0,1,2,3,4,5,3,-1,-1,1
6,1432,1,0,1,0,0,1,2,3,4,1,1,1,1,0,0,0,1,0,0,1,2,3,4,1,4,-1,-1,1
7,1432,0,1,1,0,0,1,2,3,4,1,1,1,0,1,0,0,0,0,0,1,0,2,3,1,4,-1,-1,1
8,1432,1,1,1,0,0,1,0,2,3,1,1,1,0,1,1,0,0,0,0,1,0,2,3,1,5,-1,-1,1
9,1432,1,0,1,0,0,1,0,2,3,1,1,0,0,0,1,0,0,0,0,1,0,2,3,1,6,-1,-1,1
10,1432,0,1,1,0,0,1,0,2,3,1,1,1,0,1,0,1,0,0,0,1,0,2,0,1,6,-1,-1,1
11,1432,1,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,0,1,7,-1,-1,1
12,1432,1,1,1,0,0,1,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,2,0,1,8,-1,-1,1
13,1432,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,9,-1,-1,1
14,1432,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,9,3,3,1
2,1433,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1433,1,0,1,0,1,1,1,2,3,1,1,0,0,1,0,0,0,0,1,1,1,2,3,1,2,-1,-1,1
4,1433,1,1,1,0,1,1,1,2,3,1,1,1,1,1,0,0,1,0,1,1,1,2,3,1,3,-1,-1,1
5,1433,1,0,1,0,1,1,1,2,3,1,1,0,0,0,0,0,0,0,1,1,1,2,3,1,4,-1,-1,1
6,1433,1,1,1,0,1,1,1,2,3,1,1,1,1,1,0,0,1,0,1,1,1,2,3,1,5,-1,-1,1
7,1433,1,0,1,0,1,1,1,2,3,1,1,0,0,1,0,0,0,0,1,1,1,2,3,1,6,-1,-1,1
8,1433,1,1,1,0,1,1,1,2,3,1,1,1,1,1,0,0,1,0,1,1,1,2,3,1,7,-1,-1,1
9,1433,1,1,1,0,1,1,1,2,3,1,1,1,1,1,0,0,1,0,1,1,1,2,3,1,8,-1,-1,1
10,1433,1,1,1,0,1,1,1,2,3,1,1,0,0,0,0,1,0,0,1,1,1,2,0,1,9,-1,3,1
11,1433,1,1,1,0,1,1,1,2,0,1,1,1,1,1,0,1,1,0,1,1,1,2,0,1,10,-1,3,1
12,1433,1,0,1,0,1,1,1,2,0,1,1,0,0,0,0,1,1,0,1,1,1,2,0,1,11,-1,3,1
13,1433,1,0,1,0,1,1,1,2,0,1,1,0,0,0,0,1,1,0,1,1,1,2,0,1,12,-1,3,1
14,1433,1,0,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,13,-1,3,1
15,1433,1,0,1,0,1,1,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,2,0,1,14,-1,3,1
16,1433,1,1,1,0,1,1,1,2,0,1,1,1,1,1,0,1,1,0,1,1,1,2,0,1,15,-1,3,1
17,1433,1,0,1,0,1,1,1,2,0,1,1,0,1,0,0,1,0,0,1,1,1,2,0,1,16,-1,3,1
18,1433,1,0,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,17,-1,3,1
19,1433,1,1,1,0,1,1,1,2,0,1,1,1,1,1,0,1,1,0,1,1,1,2,0,1,18,-1,3,1
20,1433,2,2,2,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,1,2,1,3,0,2,18,3,3,1
2,1434,1,0,1,0,1,2,3,4,5,6,1,0,0,1,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1434,1,1,1,0,1,2,3,4,5,6,1,1,0,0,0,0,0,0,0,1,2,3,4,5,2,-1,-1,1
4,1434,0,1,1,0,0,1,2,3,4,5,1,1,1,0,0,0,0,0,0,0,1,2,3,4,2,-1,0,2
5,1434,1,0,1,0,0,0,1,2,3,4,1,0,0,1,0,0,0,0,0,0,1,2,3,4,3,-1,0,2
6,1434,1,0,1,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,1,2,3,1,4,-1,0,2
7,1434,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,1,2,3,1,5,-1,0,2
8,1434,1,0,1,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,1,2,3,1,6,-1,0,2
9,1434,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,6,0,0,2
2,1435,1,1,1,0,1,2,3,4,5,6,1,0,0,0,1,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1435,1,0,1,0,1,2,3,4,5,6,1,0,0,1,0,0,0,0,1,2,3,4,5,6,2,-1,-1,1
4,1435,1,0,1,0,1,2,3,4,5,6,1,0,0,0,0,0,0,0,1,2,3,4,5,6,3,-1,-1,1
5,1435,1,1,1,0,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4,-1,-1,1
6,1435,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,-1,-1,1
7,1435,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6,-1,-1,1
8,1435,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2,0,1,7,-1,-1,1
9,1435,1,0,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,8,-1,-1,1
10,1435,0,1,1,0,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,2,3,1,8,-1,0,2
11,1435,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,9,-1,0,2
12,1435,1,0,1,0,0,0,1,2,3,1,1,1,1,0,1,0,0,0,0,0,1,2,3,1,10,-1,0,2
13,1435,1,0,1,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,0,0,1,2,3,1,11,-1,0,2
14,1435,1,0,1,0,0,0,1,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,3,1,12,-1,0,2
15,1435,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,12,0,0,2
2,1436,1,1,1,0,1,2,3,4,5,6,1,0,0,0,0,1,0,0,1,2,3,4,0,5,1,-1,3,1
3,1436,1,0,1,0,1,2,3,4,0,5,1,0,0,1,0,1,0,0,1,2,3,4,0,5,2,-1,3,1
4,1436,1,0,1,0,1,2,3,4,0,5,1,1,0,0,0,1,0,0,1,2,3,4,0,5,3,-1,3,1
5,1436,1,1,1,0,1,1,2,3,0,4,1,0,0,0,1,1,0,0,1,1,2,3,0,4,4,-1,3,1
6,1436,1,1,1,0,1,1,2,3,0,2,1,1,1,0,0,0,0,0,0,0,1,2,3,1,5,-1,0,2
7,1436,0,1,0,0,0,0,1,2,3,1,1,0,0,0,0,1,0,0,0,0,1,2,3,1,5,-1,0,2
8,1436,1,0,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,6,-1,0,2
9,1436,2,2,2,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,6,0,0,2
2,1437,1,1,1,0,1,2,3,4,5,6,1,0,0,0,0,0,1,0,1,2,3,4,5,0,1,-1,2,1
3,1437,1,0,1,0,1,2,3,4,5,0,1,0,0,0,0,1,0,0,1,2,3,4,5,0,2,-1,2,1
4,1437,0,1,0,0,1,2,3,4,5,0,1,1,0,0,0,0,0,0,1,2,3,4,5,0,2,-1,2,1
5,1437,1,0,1,0,1,2,3,4,5,0,1,0,1,0,0,0,0,0,1,2,3,4,5,0,3,-1,2,1
6,1437,0,1,1,0,1,1,2,3,4,0,1,1,1,1,0,0,1,0,0,0,0,1,2,0,3,-1,-1,1
7,1437,1,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,4,-1,-1,1
8,1437,0,1,1,0,0,0,0,1,2,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4,-1,-1,1
9,1437,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,5,-1,-1,1
10,1437,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,-1,-1,1
11,1437,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,2,1,0,7,-1,-1,1
12,1437,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,0,2,1,0,8,-1,-1,1
13,1437,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,0,2,1,0,9,-1,-1,1
14,1437,1,0,1,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,10,-1,-1,1
15,1437,1,1,1,0,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,11,-1,-1,1
16,1437,1,0,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,12,-1,-1,1
17,1437,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,1,1,0,0,1,0,2,1,0,13,-1,-1,1
18,1437,1,0,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,14,-1,-1,1
19,1437,1,0,1,0,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0,15,-1,-1,1
20,1437,1,1,1,0,0,1,0,2,1,0,1,1,0,1,1,0,1,0,0,1,0,2,1,0,16,-1,-1,1
21,1437,2,2,2,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,16,2,2,1
2,1438,1,0,1,0,1,2,3,4,5,6,1,0,1,0,0,0,0,0,1,2,3,4,5,6,1,-1,-1,1
3,1438,0,1,1,0,1,2,3,4,5,6,1,1,1,1,0,0,0,0,0,0,0,1,2,3,1,-1,-1,1
4,1438,0,1,1,0,0,0,0,1,2,3,1,1,1,1,0,1,0,0,0,0,0,1,0,2,1,-1,-1,1
5,1438,1,1,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,1,0,2,2,-1,-1,1
6,1438,1,0,1,0,1,1,1,2,1,3,1,0,0,0,0,0,0,0,1,1,1,2,1,3,3,-1,-1,1
7,1438,0,1,1,0,1,1,1,2,1,3,1,0,0,0,0,0,1,0,1,1,1,2,1,0,3,-1,2,1
8,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,4,-1,2,1
9,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,5,-1,2,1
10,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,6,-1,2,1
11,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,1,1,2,1,0,7,-1,2,1
12,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,8,-1,2,1
13,1438,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,9,-1,2,1
14,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,1,1,2,1,0,10,-1,2,1
15,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,11,-1,2,1
16,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,0,0,1,1,1,2,1,0,12,-1,2,1
17,1438,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,1,1,1,2,1,0,13,-1,2,1
18,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,14,-1,2,1
19,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,1,1,2,1,0,15,-1,2,1
20,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,0,1,0,1,1,1,2,1,0,16,-1,2,1
21,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,1,1,1,2,1,0,17,-1,2,1
22,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,1,1,2,1,0,18,-1,2,1
23,1438,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,19,-1,2,1
24,1438,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,1,0,1,1,1,2,1,0,20,-1,2,1
25,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,1,1,1,2,1,0,21,-1,2,1
26,1438,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,1,0,1,1,1,2,1,0,22,-1,2,1
27,1438,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,23,-1,2,1
28,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,1,1,2,1,0,24,-1,2,1
29,1438,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,0,25,-1,2,1
30,1438,1,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,1,0,1,1,1,2,1,0,26,-1,2,1
31,1438,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,1,0,1,1,1,2,1,0,27,-1,2,1
32,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,1,1,0,1,1,1,2,1,0,28,-1,2,1
33,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,1,0,0,1,0,1,1,1,2,1,0,29,-1,2,1
34,1438,1,1,1,0,1,1,1,2,1,0,1,0,0,0,1,0,1,0,1,1,1,2,1,0,30,-1,2,1
35,1438,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,1,1,0,1,1,1,2,1,0,31,-1,2,1
36,1438,1,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,32,-1,2,1
